Peso_en_kg,Temperatura_de_almacenamiento,Precio_del_proveedor
2.9275912540290463,-5.68630417397922,104546.4227599947
4.263600329216041,-5.37070082434818,127817.28541798545
9.78927376618342,3.546633637734341,63732.179761590465
8.034058107949848,0.6337740679207553,418631.43607728067
8.76129661341906,4.028652415806643,133899.26187747894
6.986271860029713,1.5404665875187848,423475.6192843979
7.974010279214447,-0.0260799971810203,85190.90541865709
3.47586593313135,-6.387387523193322,64966.85669883437
5.429131616237955,-5.720016137628497,429125.417752711
8.989897744747038,4.238521393325658,422265.4276814987
3.0874526731510312,-6.772693636158836,107132.59038825294
4.744687204854982,-6.23599079210128,134980.0273544211
4.863170994395427,-5.213242965844447,119741.17810577688
3.666010237983961,-4.578970907391182,83488.35909173868
8.108778275507508,4.272783757460322,119889.20874113469
10.025082215565837,1.757605844720414,380632.02471501013
9.307393639659605,2.7513853384183324,460340.14194398094
3.4760195997638204,-6.16716512905705,138342.19610485603
10.711000222455056,0.9510056985616046,93491.93060265407
10.1690345533422,3.1067627098657886,98698.90369548886
9.643939872335908,2.7461724996809824,95346.43394338393
3.1016454358606875,-4.578999173122648,71951.04681926258
10.348585425136765,1.566866822869495,99617.82214442901
11.467104642404172,0.9980133664957476,105761.98264474423
10.378164540078682,2.0668112505798866,418780.4082676144
8.495666416745715,2.2131721603793597,124125.87081103018
8.709794619296188,2.722542563738643,413311.9691385792
10.432017747906023,2.101032713861212,407215.1588773425
9.521003894665307,0.104165603820813,452371.37868911575
9.456024157152218,4.510966610282573,440441.08604855544
3.652632753293553,-5.78522216309811,423493.9358848963
10.947728866016815,1.844781813899386,80115.99195639213
7.156550938576165,5.127732677423987,416503.5126069932
10.449977982869909,1.0831611943692667,128719.0901711686
8.422378005726767,1.6301883497168768,402310.2147857081
8.191657445226728,3.0988801634799583,98480.9537369124
3.634856737685756,-5.429913956519304,459557.3692562118
10.02824030308006,5.439646784856693,47741.5485646319
4.349913506068417,-5.916546805139672,392637.21161296696
9.247612538893742,4.609219716706708,97936.26994014012
5.436352369519828,-6.082000145571747,417901.74637140974
9.82849696962007,4.118113000458119,81493.98743888657
9.282476333909315,4.619971437495138,108323.8543219418
9.865161628768291,-0.9620343179421604,141765.5909382669
8.166060247788415,4.063411665683404,125395.4439176986
9.738939770302188,3.969252891387315,423661.55062344763
11.04171328828696,2.452949280172517,132253.61775844012
8.94984619534856,3.9567688399812218,401335.23423445853
10.161103631230874,3.397287264392342,402854.43378419406
10.72156491010977,-1.0271080928878489,105139.30527758165
9.475273559381574,-0.4979805900991201,76278.51923276598
9.528444156519576,5.387691690758491,442478.2337854388
5.517390665956344,-4.937065293329495,132151.8710116742
3.95980588161126,-4.099490036976561,117020.39022282703
2.1618769914187466,-5.358479763533588,87442.31313676162
2.8659486091359248,-6.161183755084343,411968.3718538155
3.4397141915613023,-5.351355366612873,122485.99543759381
