Peso_en_kg,Temperatura_de_almacenamiento
2.9275912540290463,-5.68630417397922
4.263600329216041,-5.37070082434818
9.789273766183419,3.546633637734341
8.034058107949848,0.6337740679207553
8.76129661341906,4.028652415806643
6.986271860029713,1.5404665875187848
7.974010279214447,-0.026079997181020387
3.47586593313135,-6.387387523193322
5.429131616237955,-5.720016137628497
8.989897744747038,4.238521393325658
3.0874526731510312,-6.772693636158836
4.744687204854982,-6.23599079210128
4.863170994395427,-5.213242965844447
3.666010237983961,-4.578970907391182
8.108778275507508,4.272783757460322
10.025082215565835,1.757605844720414
9.307393639659603,2.7513853384183324
3.4760195997638204,-6.16716512905705
10.711000222455056,0.9510056985616046
10.169034553342199,3.1067627098657886
9.643939872335908,2.7461724996809824
3.1016454358606875,-4.578999173122648
10.348585425136765,1.566866822869495
11.467104642404173,0.9980133664957476
10.378164540078682,2.0668112505798866
8.495666416745715,2.2131721603793593
8.709794619296188,2.722542563738643
10.432017747906023,2.101032713861212
9.521003894665307,0.10416560382081308
9.456024157152218,4.510966610282573
3.6526327532935525,-5.78522216309811
10.947728866016815,1.8447818138993861
7.156550938576165,5.127732677423987
10.449977982869907,1.0831611943692667
8.422378005726767,1.6301883497168768
8.191657445226728,3.0988801634799583
3.6348567376857557,-5.429913956519304
10.02824030308006,5.439646784856693
4.349913506068417,-5.916546805139672
9.247612538893742,4.609219716706708
5.4363523695198275,-6.082000145571747
9.82849696962007,4.118113000458119
9.282476333909317,4.619971437495138
9.865161628768291,-0.9620343179421604
8.166060247788415,4.063411665683404
9.738939770302188,3.969252891387315
11.04171328828696,2.4529492801725175
8.94984619534856,3.9567688399812218
10.161103631230874,3.397287264392342
10.72156491010977,-1.0271080928878489
9.475273559381574,-0.4979805900991201
9.528444156519575,5.387691690758491
5.517390665956344,-4.9370652933294945
3.9598058816112602,-4.099490036976561
2.1618769914187466,-5.3584797635335875
2.8659486091359248,-6.161183755084343
3.4397141915613023,-5.351355366612873
2.5867107239047242,-5.327227698797381
9.372816892815528,4.437113518934849
9.547863365910835,3.9970208359645487
1.6674085562038705,-5.754678375810728
9.410927413873623,3.053195788672728
9.078742968332135,1.820359733017659
3.2569996777937384,-5.762295646728543
7.734594529348456,0.6705594697979033
9.041441781461566,4.565517379867226
8.779705085124633,3.496813241307581
9.81480854030913,5.949377886249191
10.20137589242521,3.3517874780914214
2.7127834159895263,-5.193380070230814
10.440526387703317,2.013773424869022
7.785740793419919,5.105232369274688
9.942277702617814,2.051274493757615
10.601539871398206,5.2525959116514
3.8169782928909632,-7.1596906014219055
8.531966741318179,0.2705806477130478
10.24437674392089,3.7073329333204854
9.79075487530384,5.314452190603632
9.333862459289323,4.760467884114444
9.105903682610535,2.919681589410845
10.477222774409372,-0.10567630128665373
8.644781938877564,4.666820108458464
7.9946067293642145,0.8679868672812792
10.806695492091814,2.067097303812311
8.285217902773857,3.852865077568106
10.901304741189422,4.187875862618174
10.00565639670982,3.104608384060035
5.604969512037416,-5.210330424908949
10.824009442194196,1.6705176703131257
8.187231606849089,5.973538613445395
9.396250847512738,5.63313490333524
8.90916361996151,3.396131206571748
8.6203767090762,-1.1502261511440395
2.952945265711905,-6.785629439172331
4.699092247155981,-6.5825327935200715
4.126472910887021,-5.893467432075973
8.938225917816093,5.162071324534146
9.096321875680015,0.7524176526835327
2.7220553706101764,-6.481622913135767
9.865458605495403,3.7623104019710443
3.5572106490302176,-6.102635520845213
4.878584448065508,-5.008817509976325
4.023160818846312,-5.0716556483330955
5.40338225408648,-6.326424382856
10.284880327757696,2.1934668724814395
5.191637614030548,-6.211166863697628
9.252001942276399,5.699619968676478
9.744096562946652,4.612963538910343
9.513477641589104,-0.727554776811935
2.9805234470037014,-5.4164541337820244
4.356282747884827,-6.3560019389197
10.038790406985267,-1.3602649460607372
9.444821936878729,3.115771336924701
9.067927782325373,1.0109590158904007
3.7714019021000875,-5.236501243853416
9.949433999578682,1.0421839790344034
10.54687044416646,3.5873233593234475
9.731833698166321,0.5612953338312471
10.747369571356995,0.1719282173861818
9.530073225358658,1.153404248785044
3.741966228093278,-4.390218476359934
10.18176404235534,4.10093836217311
3.7425629148302053,-4.750956737367597
10.385243036532273,5.9308894795127225
4.830592524355086,-6.409166993414777
8.265306689969796,2.9670500501067076
10.756108628440954,4.555821893621861
10.354146844699736,1.4042267628859642
8.37500826080287,0.616785048419668
2.4362942347238787,-6.865115042910231
8.580556116713197,1.090575051292662
8.802182684144032,1.7372197429509086
6.97899645128159,0.35733995677140296
9.246203361295178,0.3887599872019859
3.4906898313246506,-4.725562203000741
10.952609863633873,1.8255835172108617
8.610506076598794,4.597014690436139
8.577433431278006,3.2098381001668144
8.715686144094837,3.6912268691425076
9.576462430244792,-0.27009256527880665
9.455518960088153,1.157015270888423
2.839135011237241,-7.104990526520577
1.13565561015049,-6.981412147142308
8.908146949330195,4.746633180466171
11.010325765840417,2.889947952449628
8.329424479166361,5.426436498973492
3.639784837231418,-5.505250832930607
5.111592753650191,-5.166152118762567
8.658282911960317,0.7910648097423567
4.7849403101553,-4.631429018693125
3.7411066378702196,-4.054109990878032
8.342936866525191,4.319802665974926
3.088662594729978,-6.874862533105567
6.260618668229871,-5.73924212575905
4.101163417040072,-5.983339369457131
8.83380682471478,3.4334233485238608
3.3621909970156434,-7.874153414132158
9.792543979657731,0.36338408157172986
8.22364392735978,-0.28166791993051943
3.1252539938204027,-5.230036941092539
7.965840776328321,4.471145309950422
7.941124160305329,4.3655909104596615
3.657863990620833,-2.411792365411944
9.629814270859043,4.430670403456177
3.4318627070926286,-4.966879704082612
11.306468789779629,5.0195872213000055
8.862131696749378,3.4153051597870716
2.171696473332184,-6.700935586323891
10.892121222324509,-0.2825653293396393
4.678962823000275,-4.474110842326111
8.552641747419068,-1.4423243667912966
8.241084492778743,3.9092296503626476
10.199337836943698,-0.16546551243729213
9.797529586795624,4.443912727158246
2.8706508164641242,-4.825264066185215
9.764774141652172,5.453360663518266
10.844172136851597,0.9895497990652687
3.0573567756991764,-3.6093686653134562
9.58085253591301,2.2129459925606865
10.495748413041548,5.539911052317335
10.838391353251852,5.019338224538634
8.126420231168261,3.2084538164942056
9.783505580834607,3.3685893088701704
8.288041633093263,3.1235624844701078
9.10948869945136,0.38646891183141174
3.9081351297173668,-7.183903052215463
9.543966791906323,5.647174158175696
10.995561747266155,5.206447740508616
8.15757574011787,3.9187333244832794
4.108513727245466,-6.495873230686466
8.065304881969908,3.381115361249614
4.6887996350802705,-5.614417378826245
4.190216128173184,-7.101686925348283
9.659628362716754,5.619954980578279
9.269628245565714,0.950628599853738
5.858735894079285,-3.8897730434313673
3.586442199248112,-5.4130669821492985
10.78652964198667,0.9571049614703551
1.1599049544381996,-6.722219874493344
9.9904754237763,0.08234800643006279
11.25613528257494,4.644524573825722
10.007686301586945,3.541351353936232
5.7349356494445285,-6.189620848793724
9.38950297111601,4.6591538665733365
3.319257916570994,-4.780415455045119
3.685440632827249,-6.419985429941342
9.004922228560954,1.7890078984181437
7.889638709315597,1.9218212157234864
4.768684256620056,-5.222001178213011
8.318748539548096,4.023488804306337
3.9957827260700287,-4.32947896990283
9.499467422925086,1.7276205455203373
8.868367437777682,4.430914969934043
8.625079104427561,4.922918567425506
4.068388064462639,-7.2797937129970265
9.535582235389933,-0.418030203537491
8.120695341139845,5.200616619095352
7.838329331479051,0.6075498349741624
10.319929846230009,1.1116405819406752
9.241857347015555,4.994861158644576
4.164815618534598,-5.919899264379646
4.4067062420879815,-6.684232391680862
10.390071864411826,1.07118908095556
8.082781270083824,0.56870274266476
8.491335443828506,1.1670252993461327
5.315998404886558,-3.3804538932227826
9.395774350677554,-0.49561989351044766
8.86373066126689,-0.08956314244258823
8.032843282097542,1.5377796901802325
9.479328736145787,4.813553639730598
2.2113753213864555,-5.733145572538293
9.653046698370328,4.902781412310592
10.932048468141264,1.4298907524969229
8.032886200400691,2.6890563501962466
4.117174511021092,-4.753609039632322
8.79962250936144,4.636493621908145
10.153813341087341,1.2322710088848035
4.467353936414857,-3.8973413267604298
3.1467749593677556,-6.823562164219985
10.031914499058427,0.8194613385963722
8.50417280333464,1.626003112460591
10.09748327398217,5.891140598779402
2.5922319930997917,-4.620859940608577
2.4864413554999567,-5.2951687477866765
5.031215648216746,-5.214720987109861
9.926453793740398,4.791274298048105
